image,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
01fdf36b610f16823c1ca72db1947572.jpg,class_0,37.01060267857143,65.76834416992429,19.88508450255102,57.53512288904072,39.74184869260204,72.98691435930162,184.09118837769662,2.5758515813907485,0.8129090217055861,0.7195645092873675,0.9801336890326029,0.5177740869028364
0243aa8ffbb47cc63e3237a5b4c4ebb5.jpg,class_0,72.00751355229592,64.14785350674094,43.43863600127551,75.96912909215746,83.62083466198979,87.33998458298697,517.7691340617446,8.070180991924872,0.5242682668194395,0.3994024892733076,0.9585025759268283,0.1595264571762927
097327c49b8c82e1f719fb512f0faf6c.jpg,class_0,72.01209741709184,62.82797042340038,56.8337252869898,87.00166971228882,78.85319674744898,84.85213291159437,648.7169660433747,10.091435651622144,0.49497197026533946,0.3601449233360124,0.9428632074246109,0.1297299351344511
107428c373473dfb168daf93cc55d4dd.jpg,class_0,39.309650031887756,56.20500112778972,25.998186383928573,53.486608229950555,46.67348931760204,72.54064189179763,104.16124367405295,2.262405352935767,0.759284219811627,0.6637630559948924,0.9852767498397835,0.4405817613046379
108ebc8035fa9ac02e68455c06546579.jpg,class_0,49.61810427295919,60.16637622068217,51.92594068877551,90.06562618447498,55.32754703443877,80.31980454013178,651.4494105629478,8.913992265485195,0.6204251368676017,0.5059034234698392,0.9384329444651487,0.25594859685632765
143ddcef2dfa648920066d228c6f2d9d.jpg,class_0,72.48541135204081,66.3288880588649,46.66954320790816,77.14638892377403,87.3544921875,89.36348773966306,572.4168230797778,7.185880852230792,0.5530677736955303,0.38402288031960335,0.9565166024645348,0.14748219689448128
15dc4875a1a969ebb0cc6f08b44c08ee.jpg,class_0,56.04960538903061,59.95140954922835,54.75599888392857,89.73661743622505,58.097636320153065,77.00746513615535,640.6747232518578,9.56057593755888,0.5772508438694894,0.44778854074317576,0.9316752890489485,0.2005244095494785
15efaebfc074b86e0fb75f4e7faae140.jpg,class_0,43.29440369897959,60.099456703377186,22.654077646683675,52.474697579266,51.38837292729592,76.9982418538262,198.0752997560764,3.3793677392043513,0.726208353912828,0.6345064505439377,0.9780993284131665,0.4025985285399711
16e82b9d783980375d5251598ba61d2d.jpg,class_0,74.35807955994898,70.90055359565487,28.293008609693878,61.73236435792777,88.20135124362245,87.88302246012273,294.65386614367964,4.054006225200055,0.6336509957962696,0.43221504277940387,0.9786018914636341,0.18681065091256185
17c14a9bec5c5b1b35515fecb8f45a46.jpg,class_0,60.70448022959184,65.11453404350716,44.06879783163265,81.9391958600867,55.093052455357146,70.27413842099564,505.6707167360003,7.127916064426262,0.6263384586257164,0.4647267346087314,0.9374689036424733,0.21597804183017022
18f7ade3379e3a4543383c004ff9d7bc.jpg,class_0,72.89130261479592,59.240336543452486,49.923469387755105,72.19361751323328,91.9813456632653,86.7673093886536,426.52853579927415,7.457691938821524,0.4917633770098768,0.35656103828554864,0.9616881643081197,0.12714441930062587
1985774004b84d7f4e4093375b5a1ede.jpg,class_0,50.49430006377551,71.15376522826243,20.56150350765306,59.02438068417303,52.229850924744895,79.2120890320024,235.0005295440374,3.475132743234355,0.7391173454561265,0.6231786194114308,0.9793000192474975,0.3883536293679333
19e66a2d3a5ced28e621ae90962dd3f1.jpg,class_0,58.14114317602041,63.85048828157221,35.04091597576531,63.68057303327238,65.3207708864796,78.71856406499981,262.7565584506303,4.115200347588363,0.6595888456030374,0.5164251337449819,0.9720896364918049,0.26669639953800967
1b5d78a6318edf96a2bea04d9dc1ecfa.jpg,class_0,41.398317920918366,54.995034565767824,37.639728156887756,68.26198990581703,53.24922273596939,80.76395369415934,185.93300184257365,3.0740421949594934,0.7531675927464486,0.6181689732034796,0.97811471711446,0.3821344495603032
1be608195cd0b54ed04d116f6411a0a5.jpg,class_0,53.7629544005102,70.73130496453322,30.746811224489797,72.81263377650899,63.622827646683675,92.19248527393111,515.0121718837526,6.317590307055937,0.6758702848339311,0.5784238796048224,0.965895863983937,0.33457848611567353
1df3dfcfa25a1bb4e2e098bcea550ba8.jpg,class_0,63.97929288903061,60.21753512307245,47.41625478316327,81.51597387007105,86.11856265943878,94.35071505429494,488.44143410164816,6.316103999395805,0.5833651637323588,0.4150059199284736,0.9664199381192151,0.1722414655861481
1f318bfc9a9246d555fe79498f00fcf3.jpg,class_0,76.94208386479592,63.06862090292036,30.03547512755102,53.36406684191322,99.7752909757653,87.93676857364376,264.42750005812815,3.8806105268460787,0.6288418833555854,0.37716837330300157,0.9790458053584912,0.14225648214156333
1f31c6f7e1c8f6775ac3cc085dd2ba0d.jpg,class_0,22.987165178571427,35.64842357137972,47.92032047193877,84.03541729555226,29.065051020408163,55.01860438644915,286.1144479906379,5.129195543547674,0.7378603884675043,0.6345716058179909,0.940110162280443,0.402702364206183
21ef80bf9dc3280c8d99414efcfadefa.jpg,class_0,37.10243941326531,59.027678001063386,23.461116868622447,63.7270642231788,46.97002551020408,83.52999427371401,441.20152316870474,5.773240843357012,0.7391250610149009,0.6753622862837819,0.9628012312824779,0.45611623260636147
23bc5cdfc93463c170e9d595e7a52354.jpg,class_0,25.6510084502551,36.02786492922757,64.44891980229592,95.20514708312533,32.28360172193877,56.99021576403419,543.2207984260293,8.271799340474344,0.6788802777488088,0.5613209893947628,0.8941746863880093,0.31510428246141287
2774cc84e50133effb3e06bb9995bdab.jpg,class_0,43.42103794642857,69.55064424434018,15.344467474489797,49.864001152863715,43.433952487244895,69.623456420687,163.47684489119428,2.172292047709149,0.8207062427937117,0.6802237473806139,0.9812861089899412,0.46270454130280564
2f26452d0540abb4e53f0a867c5f3bd8.jpg,class_0,66.92446588010205,66.28498843327411,42.95083306760204,78.83265166145485,74.21402662627551,82.50351441088972,610.5826665091336,8.99641731314774,0.5366500972056775,0.41473946551549445,0.9465555878224509,0.17201425507175008
30394d7973689c54be8bbb470bfe1f6a.jpg,class_0,49.090939891581634,61.657601948622215,31.11912069515306,69.48070881756945,61.37567761479592,85.66047423543986,369.7525535090331,5.075664975548936,0.6825751164410511,0.5651523733534337,0.9697829713077811,0.3193993942144345
30be17a202b733b1ac4ec46f3a13a68e.jpg,class_0,69.97042410714286,56.48041211000546,62.78164859693877,67.41297266528449,90.59418845663265,82.98879517182034,149.2930962619757,3.6833550737414313,0.5676096670296553,0.3810394851751129,0.9808842757547678,0.1451934972140817
31784ce2a9039a25326e50b7e18c3f7f.jpg,class_0,41.663404815051024,54.15107949205338,49.379663584183675,76.31399009276852,51.967454559948976,78.60794882965922,209.47185073277112,3.3269380366886767,0.7457347691068603,0.6039417556791653,0.9697994056834456,0.36474909985135545
31cd414b8f0ef0c58cc886e752051445.jpg,class_0,42.52885841836735,54.05792570394861,55.665258290816325,95.89083090917723,52.24822624362245,85.32040398252288,739.0380523339903,8.445141999659592,0.6717022163620706,0.5415947849655759,0.9394120309783898,0.29335128010562433
33ff8897ee7fb596d2fb1e872e01a028.jpg,class_0,31.414580676020407,41.44755806571141,68.09239477040816,96.972980780585,26.684650031887756,46.92439217872475,282.8891009110326,5.317285876759533,0.7029461194571527,0.5440347161872847,0.9167793654152167,0.2960050980847192
34820c2fde0d4b378710cc969751fb27.jpg,class_0,40.59974888392857,57.61513310404116,31.402463329081634,69.24173727682698,45.013054049744895,71.68373932162946,265.971427509274,4.017189171097254,0.7396643313624383,0.6239372658311872,0.9668736863590879,0.3892999763439222
374e61a155a2b234a4dc88913ad7192a.jpg,class_0,27.5696946747449,54.05146944907088,10.593809789540817,39.639002094301766,33.71145567602041,69.09137365871443,119.46239922558259,1.6677627691193195,0.8561163848701967,0.7766443634042846,0.9855095178043907,0.6031766306746115
39cf8453b957cbd00d9243f395069454.jpg,class_0,68.62444196428571,61.69892312385974,75.84414859693878,100.71087285666775,69.10590720663265,82.60191206682026,1061.5264655765095,14.369751544192212,0.480523926137365,0.33273255599142887,0.9021612115774742,0.11073571333058482
